,Title,Year,Genre,Director,Cast,Movie_id,cast_no,poster_url
434,Jaalo,2018,Thriller,Araaj Keshav Giri,"Muna Gauchan, Menuka Pradhan, Nirajan Pradhan, Neer Bikram Shah",/title/tt12719798/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3Nk83ZClA1NEz6NBLzssoAqyA67grNOMINm0tq_4kqh8ij251WcjcuiQe6ZY&s
435,Kahi Katai,2018,Family,Shabir Shrestha,"Dilip Rayamajhi, Sonam Barphunga, Shivani Giri, Kishor Khatiwada",/title/tt8665904/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTo_pOniRarJf8KrN0xsUh4UFBaffX3ArACbkj1yx8GQFbyKKSPUih9-S2t4To&s
436,Gaja Baja,2018,"Comedy, Drama",Ganesh Dev Panday,"Sushil Sitaula, Anupam Sharma, Barsha Siwakoti, Amber Subedi",/title/tt7991418/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQgyA63YrPC04TDfDwApKlOuLBahHjUp1Y0zMHd80kS2Lw0oJ95GmgyQ0Nwww&s
437,Happy Days,2018,"Action, Drama, Romance",Milan Chams,"Sanjay Gupta, Ritesh Chams, Priyanka Karki, Monica Gurung",/title/tt10304250/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSfCE7Cus7nV2NNKTCgOZ14BxxT90AbLkF2zYHcUxU2O78oSeTenxusUmzcNw&s
438,Kohalpur Express,2018,Comedy,Bishal Bhandari,"Keki Adhikari, Narendra Singh Dhami, Rabindra Jha, Priyanka Karki",/title/tt8212142/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSHMj0bxfJ1pwOyRtKdC7_oS6d4cXkeTqQOFT33kUnkjOOXUSDhYYEidiKmkok&s
439,Mr. Virgin,2018,Romance,Bisharad Basnet,"Uma Baniya, Bijay Baral, Chhulthim Dolma Gurung, Rabindra Jha",/title/tt7889930/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTan_V_XwTS0XdTuMiFyaex46Aei2F93dUbfx-zh7xr87w1EVrTuL8bZxOUBw&s
440,Ramkahani,2018,"Comedy, Horror, Romance",Sudarshan Thapa,"Aakash Shrestha, Pooja Sharma, Kedar Ghimire, Wilson Bikram Rai",/title/tt7889902/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTMhlUGiiLuRRL_dnNJUQT2taV7G3XLUJGD1tUK2pRuffr9WuuD3xMuNMlQ_Q&s
441,Vismrit: Forgotten,2018,Drama,Animesh Sapkota,"Shankar Karki, Prakash Bhujel, Hasta Kali Thapa, Raj Kumar Rai",/title/tt6956922/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbemHvOagRK7mmqpQtBk4M9qtM2K_lYLxZohm0u7PekWTLMt4VgxwVqYCE_w&s
442,Bhor,2018,Drama,Yadav Kumar Bhattarai,"Pramesh Jha, Anita Rani Mandal, Madan Thakur, Ram Narayan Thakur",/title/tt8386480/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRAs09R4ndmdmZgCVctKF5_Xj6DUAOwMB_HBo6NOApFzbiqqFcXKCanQUA0tVg&s
443,Hari,2018,Drama,Pratik Gurung,"Bipin Karki, Kamal Mani Nepal, Sunita Shrestha, Thinley Lhamo",/title/tt8205082/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSTZMagnOt6f24oGTgZQlJAyxcBBCglc2vShXn9oT7D16QwfOvDUeYqkbMWNw&s
444,Timi Sanga,2018,Romance,Shishir S.J.B. Rana,"Narendra Singh Dhami, Najir Hussain, Shishir S.J.B. Rana, Samragyee Rajya Laxmi Shah",/title/tt8243058/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3fe7QtzbEVoC0aVZXn1RV1U9667HmAnIMebqHhdT06gq0h9W3HcCjUiQqAmk&s
445,Lily Bily,2018,"Drama, Romance",Milan Chams,"Pradeep Khadka, Priyanka Karki, Jassita Gurung, Anoop Bikram Shahi",/title/tt8013642/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZay4sc8ekia2Yp8LJSwCmlzNYvr8Jq2nJJ7bFKRDL3DgA9OcmOTx0idk37XU&s
446,Rudane,2018,"Biography, Drama",Bikash Dhakal,"Divya Dev, Anubhav Luintel, Namrata Shrestha, Amber Subedi",/title/tt7659822/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRkaR_sblzY3R2xnPms9pBmUJKW7iDr-i6PsLsx2ppRhRuPxAeBh_bNK3uGbA&s
447,Aamako Man,2018,"Drama, Family",Janak Gurung,"Yenserj Gurung, Bibek Gurung, Saraswati Gurung, Ram Prasad Gurung",/title/tt9876994/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRSpQkoclmn51fnIGaJA3cMF6J6XIl1wzMlzVbYhIpzsriVdkTGc45pZ7qnBw&s
448,Chakkar,2018,Crime,Anuska Ananda,"Bholaraj Sapkota, Reecha Sharma, Srijana Subba, Arpan Thapa",/title/tt8682244/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSZlgHwoKFMWS6MRdoV_mN8-M8nCLtcm0D0z3HYtRhnQoCjlUD9pnIq4V9rWPk&s
449,Katha Kathmandu,2018,"Drama, Romance",Sangita Shrestha,"Prekshya Adhikari, Pramod Agrahari, Ayushman Joshi, Indira Joshi",/title/tt8673620/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTYas3Ylqbbs6QvL0tx5OyIKpLYjnkr2OsuYIJ3Xq1l7kyOws8sp_5TfaRuHIA&s
450,Pandit Bajeko Lauri,2018,Drama,Dipak Oli,"Praween Khatiwada, Pramod Agrahari, Bijay Baral, Sandhya Kc",/title/tt8581484/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTLNE7bBywgA_guffqb7Y59WmN9FBg1upJMFVuD04vsOFMv-fz4VqErA6G_eA&s
451,Tathastu,2018,Action,Shabir Shrestha,"Rekha Thapa, Subash Thapa",/title/tt16123128/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzX6VdV_AIz3mGOZQU9DMdk3qojDtvG2QmWTh_qcnseIe6Ze8j0LP-NEwhHFw&s
452,Kalu Hima,2018,"Adventure, Drama, Thriller",Upali Gamlath,"Niroshan Wijesinghe, Subuddi Lakmali, Kavinga Perera, Tiran Wickramasuriya",/title/tt8103804/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQqQF9H_F1xBFvrI92FJ0fD60kfqE2NdWVAqoGDoOAnH77rutzDK13iQQcAPFU&s
453,Gaunki Chhori,2018,Drama,Deepak Acharya,"Keki Adhikari, Palpasa Dangol, Rabi Giri, Gaurav Pahari",/title/tt7985588/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNDyoE6OXGF93IPy_sMzpk4SOEWCN-b5KBVi88wVU7iQ4W4YVHQsTvC6zLNA&s
454,Saadhe 7,2018,Thriller,Samten Bhutia,"Satya Raj Acharya, Menuka Pradhan, Sunil Thapa",/title/tt11091514/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5vzyooM1pttw0T8iUlUlIjFkJoXx3djyX2gXCBQ3eNUpONw-1xBf-wd2OLg&s
455,Jai Shree Daam,2018,Comedy,Biplop Upreti,"Amrit Dhungana, Jebica Karki",/title/tt8620110/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRstqWS8JNKD-VbCLKpY6_x9SEIka9DXfji3OdHkQVEbJoNmVUl54bZUt06dQ&s
456,Bandha Mayale,2018,Romance,Shabir Shrestha,"Aaryan Adhikari, Shristi Shrestha",/title/tt8644380/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQggt-qbgn-NjTS7slvDrAPRvWygUPE0Wc37VLrH6wRkIJebY12y3su10dzIA&s
457,Changa,2018,Comedy,Kishor Bhandari,"Jiban Bhattarai, Ramesh K.C., Ankeet Khadka, Kamal Mani Nepal",/title/tt9890312/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAvQ9ER_DwgAtjKHNuQUsiRTkueBua9viccdd04XrYh4EblEj8TwazEAbO0A&s
458,Panche Baja,2018,Drama,Ghanshyam Lamichhane,"Deshbhakta Khanal, Saugat Malla, Karma Shakya, Jasmin Shrestha",/title/tt7814604/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRY6Nx7FzOKmXDz7paDSmZIRS6fopMdUTtXcGnIuAMrACj4u5fiMht-uWK_yOU&s
459,Lamphoo,2018,Drama,Gopal Chandra Lamichhane,"Salon Basnet, Sanjit Bhandari, Kabir Khadka, Mariska Pokharel",/title/tt8273182/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT35oFbIc1z_LJkOcb7Yk9xEPyGNHT8w805V3bzYBOhC9JTuK8C6gemPQCOe-E&s
460,Baby I Love You,2018,Romance,Janak Pandey,"Santosh Khadgi, Saroj Khanal, Nirmal Sharma, Pooja Tiwari",/title/tt27812209/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ_oiA2cMhJDvfQU2A4JmWgSqoA-5aVtk8NaECZo2hoqBEhXf9MLCILQpasAw&s
461,Butterfly (colors of love),2018,Thriller,Om Pratik Gurung,"Aaryan Adhikari, Priyanka Karki, Sushma Karki, Rabindra Khadka",/title/tt8658134/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTTBD2iaUYJv_Pb7RHnpxSCKVuDae9PMmT5_AlEd9Veq9RBUh_2EcPjHRaJWQ&s
462,Tuin - the suspension bridge,2018,Biography,Utsav Pratap Thapaliya,"Parikshit Bickram Rana, Prisha Shrestha, Suraj Thapa, Chirag Thapaliya",/title/tt14940984/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSY9ord_upZICQNPrzJm2PzggRl0RIyRcHyAnF4RvhGC6ZBiXzQtPdyS9hzuw&s
463,Rajja Rani,2018,Romance,Yam Thapa,"Najir Hussain, Keki Adhikari, Kameshwor Chaurasiya, Deepak Chhetri",/title/tt7819598/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4GGLwiWZY3m9GbNNUHuVy5IwJYV8dLD7DxKa9gT_n24PYeDWIXgEJMFhc_o8&s
465,The Karma,2018,Action,Dev Kumar Shrestha,"Buddhi Tamang, Neeta Dhungana, Pramita Rl Rana, Karan Verma",/title/tt8677038/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSQryr4siZzlmIuuq-eXzHLUupXJ75vK_BJVDsPMcru1cIn6HSZ53Jc8LX70sE&s
466,Kumva Karan,2018,Drama,Dipak Oli,"Nisha Adhikari, Abhay Baral, Gaurav Pahari, Bholaraj Sapkota",/title/tt8736814/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSJuv2KwKcAwiDM-frKkKm_7-kFdE2ucGFCXTAusFFNnfTuBCQNMmSn0heSYQ&s
467,Heroz,2018,Drama,N.B. Maharjan,"Mukesh Dhakal, Shekhar Lama, Karishma Manandhar",/title/tt10534512/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbE6L4THtiPfoUBHFeF-TJudwqa3NMkb9BsGXzow4KeYiUHSJRswrgNh93WJw&s
469,Bulbul,2019,Drama,Binod Paudel,"Swastima Khadka, Mukunda Bhusal, Deepak Chhetri, Laxmi Bardewa",/title/tt8622286/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJgizx9JYATOMH8-6S55oqVv9zNjMt8vn-W04HrW97qqk09OqclEBadLcObQ&s
470,Stray Dolls,2019,"Crime, Thriller",Sonejuhi Sinha,"Cynthia Nixon, Olivia DeJonge, Robert Aramayo, Shiloh Verrico",/title/tt6690836/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSzf6RXsoAvXDYJHtZUBmXWEndOlqX3MmU-fiBSGpdo4OIUEybQJLxwRoR6Mmc&s
471,Looking for a Lady with Fangs and a Moustache,2019,"Drama, Mystery",Khyentse Norbu,"Orgyen Tobgyal Rinpoche, Tsering Tashi Gyalthang, Tulku Kungzang, Tenzin Kunsel",/title/tt11165704/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS9dur6ecloDTLvX6ROdqOkIXgVf1R4K7xJKXEHIz0vhvZjiXEFXRrCrFRP7n8&s
472,Captain,2019,"Drama, Sport",Diwakar Bhattarai,"Anmol K.C., Sunil Thapa, Priyanka Mv, Upasana Singh Thakuri",/title/tt8387542/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSsJSuVpXhTWJDk8gwtWn-LwVShiUXnfrgitDSNXNyowuWqTYCEUCA0IV7lOQ&s
473,Love Station,2019,"Drama, Romance",Ujwal Ghimire,"Siru Bista, Ramesh Budathoki, Rabi Dangol, Narendra Singh Dhami",/title/tt9812236/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQXxYL2imv0K_mSXrIJrbWfOCo4Q967p0zxtWlqM9IYPoOh_P1rkN-vgjx3mA&s
474,Kabaddi Kabaddi Kabaddi,2019,"Comedy, Drama, Romance",Ram Babu Gurung,"Kabita Ale, Bijay Baral, Narendra Singh Dhami, Manoj Giri",/title/tt10942220/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRVeLVWonlNky86CZaa1IIKVLJspgNJZarBXmuo6wUrsNasL6lgc6u6eXNEz6c&s
475,Jatrai Jatra,2019,Comedy,Pradeep Bhattarai,"Bipin Karki, Barsha Raut, Rabindra Singh Baniya, Rabindra Jha",/title/tt8881326/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRLj6iJZkVtxOEvPvq5eWk9LO_UxEsHRV429b96MhoTSiRMmfd6k3BSBS9Am7o&s
476,Summer Love,2019,Romance,Muskan Dhakal,"Shishir Bhandari, Rewati Chetri, Narendra Singh Dhami, Saroj Khanal",/title/tt9382076/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQNAyHoVkwCdr5kcMJ9Rl1huwPiyUCWWLtB7DYoMhWH7jSvB9jRYFjK9Za-cOU&s
477,A Mero Hajur 3,2019,"Drama, Romance",Jharana Thapa,"Anmol K.C., Suhana Thapa, Salon Basnet, Arpan Thapa",/title/tt8475990/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRKzd9Y5MtbTSEwCSEGnZL4mUZaflVym2j6KBSb2-Zjve-NlI8hKRoaAfsYbQ&s
478,Yatra: A Musical Vlog,2019,"Drama, Romance",Samrat Shakya,"Salin Man Bania, Janwhi Basnet, Salon Basnet, Malika Mahat",/title/tt9878856/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcReFhm5rCXX43P9231jRZFJjjA26R2jQIrU4S0uY4muJIB2kY2JQUwkpZHOjQ&s
479,The Break Up,2019,"Comedy, Drama, Romance",Hem Raj BC,"Aashirman D.S. Joshi, Shilpa Maskey, Raymon Das Shrestha, Saroj Khanal",/title/tt9247166/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTJYW4eaJATgnzPrpcF1tK19kdbFUTuYGpbdghMyfo50tY8XwZS7AIa4ljIiw&s
480,Ranveer,2019,"Action, Comedy, Drama",Govind Singh Bhandari,"Sushil Sitaula, Subeksha Khadka, Supushpa Bhatta, Prasant Tamrakar",/title/tt9430574/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRzLzL1h_6F32kXrpALIJiFJxOgrQ74jkbBjArf-rnl7l7g8tEnQ2ESKIz8Yg&s
481,Boyfriend,2019,Drama,Madan Ghimire,"Krishna Khanal, Saroj Khanal, Mohan Niroula, Puskar Regmi",/title/tt9892262/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcT5-Nkn-PgPWPwKmEne6wBJJdGSeycAMTE5uohY6PurZ2tYvF7n_ITNr5eGsUM&s
482,Ghar,2019,Horror,Arpan Thapa,"Surakshya Panta, Arpan Thapa, Benisha Hamal, Asmita Dhakal",/title/tt13369480/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTU6J0zjWWtwlxA24-JT_pRkqaAkcIb96k_5Et5bUg2w5_9a7ZOgSiDM9_bMQ&s
483,Nimtoh,2019,Drama,Saurav Rai,"Chandra Dewan, Pravesh Gurung, Sunil Rai, Teresa Rai",/title/tt11152286/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQAbUf_YK64_bKbVlFf8iD9Ii_GETbsiyIJhE3nNpF6R-GobOtvhXSmsOMf3w&s
484,Saili,2019,"Drama, Romance",Ram Babu Gurung,"Dayahang Rai, Prakash Ghimire, Narendra Singh Dhami, Menuka Pradhan",/title/tt7868256/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS6QmDoKUsnw2n6ZFo6ncOWKgh5y8DXPvg3sCBMqHQUNMacL4_6-xjD9PYl2K8&s
485,Gopi,2019,Drama,Dipendra Lama,"Ramesh Adhikari, Saroj Aryal, Narendra Singh Dhami, Apoorva Gautam",/title/tt9333076/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR8Q97Y_ekuWoVcXPxOMDjuy99weq1_KC82cYkSPH2HR2PQQkSxxjShoGn88SA&s
486,Ghamad Shere,2019,Drama,Hem Raj BC,"Nischal Basnet, Swastima Khadka, Gauri Malla",/title/tt12317310/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRe9wqUtFhkPPU3n3fx2GwOnA9QdlbsKYa7HBgzWaZLBeMqlhmYH_wqavn8TQ&s
487,Poi Paryo Kale,2019,Comedy,Shishir Rana,"Dhakal Gopal, Binda Khatiwada, Jayananda Lama, Saugat Malla",/title/tt12320752/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQpbz0PlPnqTHRHS5fKuV9SOBVInOyoUWu6OTVVWlBtlW_js9PKZeb5De0pHbo&s
489,Xira,2019,"Action, Crime",Ashutosh Raj Shrestha,"Namrata Shrestha, Pramod Agrahari, Samrat Magar, Srijana Regmi",/title/tt10623658/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ4-srY1dXualecUu55Et334aagGJcwiy5ONUavLES-LkZLCb9b6zv5-MDaRg&s
490,Password,2019,Crime,Samrat Basnet,"Bikram Joshi, Pari Rana, Lisha Sunuwar, Sammy Jonas Heaney",/title/tt8885872/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQbBYE4KxJJwrS3nD0WLjPYLNcVPUMh0T-r0lWTasS84cJu8Xlhr0zm3DNWOvA&s
491,Cha Cha Hui,2019,"Comedy, Drama, Romance",Samten Bhutia,"Aaryan Sigdel, Miruna Magar, Bholaraj Sapkota, Maotse Gurung",/title/tt11088098/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRwxDxiW6nYss7UP0O7DB3T7b2ad_LSD2T-iD81O2EKSxPtIehCZJW952krbg&s
492,Daal Bhat Tarkari,2019,Comedy,Sudan K.C.,"Hari Bansha Acharya, Basundhara Bhusal, Kiran K.C., Puspa Khadka",/title/tt8848374/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR3fHZPySdaF6YA6KzTgIHaxAy_dNehRyZjWjeZ_JZCCdo74LY3zxxRvLF9nUI&s
493,Chauka Dau,2019,Comedy,Prunandu Jha,"Rabindra Jha, Barsha Raut",/title/tt10669626/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSjFxtjQb8uEprC_EUuTPMdZnUSgaKirEuDfpTka7PqQWU6EyZCgm_pziPGxbA&s
494,Na Yeta Na Uta,2019,Comedy,Bisharad Basnet,"Jiban Bhattarai, Sameer M. Dixit, Chhulthim Dolma Gurung, Miraz Roshan",/title/tt8682178/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTZ6AUzGVhxFvWB4AXASJoC6E4dkQuvuiVSul4I1KVG8FWbVp8cxKsH84ZvXWQ&s
495,Jadugar 2,2019,Comedy,Mahadev Tripathi,"Resham Firiri, Surendra K.C., Simpal Kharel, Dipen Shah",/title/tt10003806/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQmCW32ii-1nRmfrz_TZ7Vj3_FVGlYzAVqoQje8qGonSGWmbzh5uxPC1zARnQ&s
497,Jani Najani,2019,Drama,Basanta Adhikari,"Nirisha Basnet, Matrika Ghimire, Roshani K.C., Yogendra Karki",/title/tt9885892/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQiXVho2mt2IizZGiqw_mSglSskKnDIyKxj-ysvplC2VFNo0-exHWe_QxKilD8&s
498,Hajar Juni Samma,2019,"Drama, Romance",Bikash Raj Acharya,"Salon Basnet, Priyanka Karki, Swastima Khadka, Sanchita Luitel",/title/tt17889444/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSUqf2eg8lvYPEBVqDCatwMlzRa9ql05_x2tQWWrNcn12mVmvKLom2h3uWjfo4&s
499,Subha Love,2019,Romance,Santos Babu Lohani,"Harihar Adhikari, Pradeep Bastola, Rabindra Jha, Saroj Khanal",/title/tt9878866/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3d0C2G-cZxBM49Mtl2QQ-arQVtNYqy0zhJOjgrwMRQkPZCDoHXZZntO6Dww&s
500,Sarauto,2019,Action,Hari Humagain,"Sumi Moktan, Tank Dhamala, Vijay Lama, Amir Gautam",/title/tt11242502/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRJC-Wp7NNq4PQzRNHcCpZvPEJty_j5iqpN0JMjFyONxDHPJEK4-xpu0famyg&s
501,Adalat,2019,Drama,Dinesh Lingden,"Bhupindder Bhoopii, Sushma Karki",/title/tt10003792/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRRAuelQNXtNCVroXuWRLMqTLhKCa9E7dkV1WxF_LK-wEzuk0_RFvGZiEiBVQ&s
502,Bhaire,2019,"Action, Drama, Romance",Everest Surya Bohara,"Dayahang Rai, Barsha Siwakoti, Bikrant Basnet",/title/tt12929406/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWuJbiZk93Hsrr3MzNu4uzPWs8Jdk9b5525U0uA9PoTU35f1P-wB893kr4vw&s
503,Cops,2019,Drama,Samrat Sapkota,"Anupama Bhandari, Ramraj Chhetri, Amit Giri, Sandipa Limbu",/title/tt9892220/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTUOzy4vNnaAA0FGlq6tKGIfnxFCV30S-uDwy7iLTp4tFrHymvlWfk9xV5gz9w&s
504,Baadshahjutt,2019,Drama,Johny Sing Rana,"Amir Gautam, Sushil Shrestha, Robin Tamang",/title/tt13092442/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSNZhAGlyu2rRD8QxYY-qdTopt1FB7DPENhGHvSU0hpFUsVrXdSrKCu8TEEUg&s
505,Purano Bullet,2019,Drama,Bhisan Rai,"Kabita Ale, Barat Limbu, Mala Limbu, Krishna Bhakta Maharjan",/title/tt9892234/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSWz1yACLnk_Jcssc6leCIP_8HLeep-1by9lXSc1VlHANTuv6-oOYrwXyLdbw&s
506,Thooli,2019,Drama,Everest Surya Bohara,"Everest Surya Bohara, Jiwan Luitel, Bishal Pahari, Garima Panta",/title/tt28212339/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRBmydwwnHt8pLeWWkKp06ia0pvxJtzOiyS8UEgfiDldr2uNuDnnqER0y3qYw&s
507,Anaagat,2019,Thriller,Samten Bhutia,"Priyanka Karki, Arpan Thapa",/title/tt5743300/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcThGDTx4yZyeszH8ksqhGqDGHImouviEEFTjouksdIRUWFnbSUsOPs_JuijfA&s
508,Rato Galbandi,2019,Romance,Anish Thapa,"Keki Adhikari, Koshish Chhetri, Buddhi Tamang",/title/tt10660402/,3,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSXnH0L9DeNskuyPrHlS_az_Mi7U9BJ1FmSzn1e_uoTBF8XWfPZiBQQTaJq7bo&s
509,Fingerprint,2019,Drama,Nabin Niraula,"Ramesh Budathoki, Aayushma Karki, Raj Kshitij, Sarita Lamichhane",/title/tt9892272/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSmugNR8-ptU17BIuhf5ASM8g-FsPHO8aaOl1v21trcGWUzbwIEixBfJrJxqrI&s
510,Kagaz Patra,2019,"Comedy, Drama, Romance",Apil Bista,"Laxmi Bardewa, Jiban Bhattarai, Niraj Singh Bista, Sarita Giri",/title/tt7810160/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQZE-iziBDlWoohqZyQdQdMj9Z6n1kVKWcAjxVOTUQQq0Xswgfvq_J-nVtE_MA&s
511,Kirtipur - The Legend of Kirtilakshmi,2019,History,Pradeep Khadgi,"Sraj Garach, Laxmi Giri, Hisila Maharjan, Anjala Nakarmi",/title/tt26084904/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQcbqthzTcUBk-VvFsLQ0V3qGIfezk-ZpPaC1EpwrUhQJFjSU-x6KyDx0LsEA&s
512,Khaag,2019,Drama,Manoj Pandit,"Puskar Gurung, Praween Khatiwada, Deepa Pant, Ashant Sharma",/title/tt9892252/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTsOJQ1N-u7UX-Hv98W6fGJT3uFK1BVg7F8DeWWakEPSyWf4CSl3AAUTzkhQg&s
513,100 Kada 10,2019,Comedy,Ramsharan Pathak,"Tank Raj Acharya, Rashmi Bhatta, Rabi Dangol, Amrit Dhungana",/title/tt10021464/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSvjhe-lRl474gtw2D2Bw79SOHQndTmINiy0MADPGJE0OJt52h1JVLt-QsAvLg&s
514,Kina Ma? 2019,2019,History,Tamang Sangraam,"Moktan Jayanti, Rai Bimal, Thapa Mahesh, Limbu Prashant",/title/tt10475034/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRMziTX1vwEw-a0ok7bZASrOluM3ktGJUIkViF2ex8UNTtf4KxuzOL_IrLMwA&s
515,Bir Bikram 2,2019,"Drama, Romance",Milan Chams,"Narendra Singh Dhami, Najir Hussain, Manoj K.C., Deshbhakta Khanal",/title/tt12320574/,4,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRnAZtC9ARf9bGsNBx_2gmrSjEBh1lGIfpYhiXrZGyXzu7h6HB2_2ROxJS_dQ&s
516,Rampyari,2019,Action,Shabir Shrestha,"Sabin Shrestha, Rekha Thapa",/title/tt16122834/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS1S-W9fNy0uIJgSrOb39MXFPauSS0SDtUHUowGu9OIPcoay6LsSXKhlZyD2OI&s
517,Bses Slwl I: The Musical Journey,2019,Biography,Romi Gurung,"Sudarshan Acharya, Bishesh Silwal",/title/tt6321164/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSihq8-zz1n4nEIWEQam2NeYw5zHamZm9jxQudNlnncCXiAaU9uLhvA5nXVSSs&s
518,Rumalai Chha Chino,2019,Action,Dinesh Singh Thakuri,"Sushant Karki, Afsana Thapa",/title/tt9545316/,2,https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTzbdDKSLSaBUFbrSJbQq6_J0YqfmDiidDgm5UOwrimJDvsW2XsX1AWCfFQVxI&s
