,Title,Year,Genre,Director,Cast,Movie_id
220,Maya's Bar,(2012),Drama,"Dinesh D.C.
                 |","['Nisha Adhikari', 'Gajit Bista', 'Rajesh Hamal', 'Karishma Manandhar']",/title/tt8943108/
221,Mirga Trishna,(2012),Drama,"Tulsi Ghimire
                 |","['Biraj Bhatta', 'Karma Shakya', 'Hemanta Budhathoki', 'Nandita K.C.']",/title/tt6607392/
222,Bhul Bhaye Maaf Gara,(2012),Drama,"Suresh Darpan Pokharel
                 |","['Melina Manandhar', 'Suraj Rd', 'Ganesh Upreti', 'Nikhil Upreti']",/title/tt19368768/
223,So Simple,(2012),Drama,"Shiva Regmi
                 |","['Raj Ballav Koirala', 'Sunil Pokharel', 'Bhawana Regmi', 'Ashok Sharma']",/title/tt8374600/
224,Apabad,(2012),"Comedy, Drama","Subash Koirala
                 |","['Raj Ballav Koirala', 'Nisha Adhikari', 'Bijaya Giri', 'Rabi Giri']",/title/tt2353801/
225,Kathaa,(2012),Drama,"Prashant Rasaily
                 |","['Saugat Malla', 'Timothy Rai', 'Usha Rajak']",/title/tt27844637/
226,Love U Man,(2012),Drama,"Bb Phuyal
                 |","['Raz Aryan', 'Sures Chaudhary', 'Pranisha Silwal']",/title/tt8821328/
227,Nizamati: Under Fire,(2012),History,"s:
Ramhari Koirala, 
Manoj Pandi","['tors:\nRamhari Koirala', 'Manoj Pandit']",/title/tt15399540/
228,Suruwaat: Euta Naya Jiwan,(2012),Drama,"Santosh Ramdam Budha Khaling
                 |","['Bhuwan Ranpal', 'Revica Shankar', 'Bhanu Tiwari']",/title/tt3208986/
229,Dui Duna Pannch,(2012),Comedy,"Jai Kishan Basnet
                 |","['Jeshika Khadka', 'Basnet Jaya Kishan', 'Karan Shrestha']",/title/tt4019648/
230,Miss U,(2012),Drama,"Suresh Darpan Pokharel
                 |","['Namrata Shrestha', 'Dilip Rayamajhi', 'Barun Rana', 'Suresh Darpan Pokharel']",/title/tt8658602/
231,I Am Sorry,(2012),Romance,"s:
Dinesh Raut, 
Dinesh Raut
                 |","['Aaryan Sigdel', 'Keki Adhikari', 'Shyamal Prasad', 'Shyam Aryal']",/title/tt2368945/
232,Jhola,(2013),"Drama, History","Yadav Kumar Bhattarai
                 |","['Garima Panta', 'Sujal Nepal', 'Laxmi Giri', 'Deshbhakta Khanal']",/title/tt3700482/
233,Chhadke,(2013),"Action, Thriller","Nigam Shrestha
                 |","['Nikun Shrestha', 'Bipin Karki', 'Kameshwor Chaurasiya', 'Saugat Malla']",/title/tt4123886/
234,Hostel,(II) (2013),Drama,"Hem Raj BC
                 |","['Rista Basnet', 'Salon Basnet', 'Shishir Bhandari', 'Anmol K.C.']",/title/tt6501192/
235,Uma,(2013),Drama,"Tsering Rhitar Sherpa
                 |","['Reecha Sharma', 'Saugat Malla', 'Mithila Sharma', 'Prakash Ghimire']",/title/tt2792440/
236,Saanghuro,(2013),Drama,"Joes Pandey
                 |","['Shushank Mainali', 'Deeya Maskey', 'Aruna Karki', 'Dayahang Rai']",/title/tt3768406/
237,Karkash,(2013),"Drama, Musical","Asif Shah
                 |","['Suraj Singh Thakuri', 'Satya Raj Acharya', 'Dayahang Rai', 'Raymon Das Shrestha']",/title/tt8355664/
238,Manjari,(2013),"Drama, Romance","Ganesh Dev Panday
                 |","['Abaha Aryal', 'Sarita Bhandari', 'Tuk Bahadur Chettri', 'Narendra Singh Dhami']",/title/tt6710486/
239,Kollywood,(2013),Drama,"Navaraj Acharya
                 |","['Priyanka Karki', 'Aaryan Sigdel']",/title/tt13612306/
240,Notebook,(2013),Romance,"Yogesh Ghimire
                 |","['Jiwan Luitel', 'Neeta Dhungana', 'Sunil Thapa', 'Sushma Karki']",/title/tt8768852/
241,Antaral,(2013),Drama,"Dipa Basnet
                 |","['Ashishma Nakarmi', 'Kamal Mani Nepal', 'Namrata Sapkota', 'Amitesh Shah']",/title/tt6724886/
242,Badhshala,(2013),Drama,"Manoj Pandit
                 |","['Dayahang Rai', 'Saugat Malla', 'Khagendra Lamichhane', 'Anup Baral']",/title/tt6722986/
243,Rhythm,(III) (2013),"Drama, Romance","Bikash Raj Acharya
                 |","['Shweta Bhattarai', 'Jiwan Luitel', 'Wilson Bikram Rai', 'Anubhav Regmi']",/title/tt8761808/
244,Loafer,(2013),Action,,"['Dayahang Rai', 'Anupam Sharma', 'Aaryan Sigdel']",/title/tt27004829/
245,Adhyaya,(2013),Drama,"Prabin
                 |","['Abhay Baral', 'Shanti Giri', 'Akash Magar', 'Sushil Raj Pandey']",/title/tt10921182/
246,Indreni Khojdai Jada,(2013),Drama,"Sahara Sharma
                 |","['Sahayog Adhikary', 'Deepak Ghimire', 'Dipendra Kc', 'Kritika Lamsal']",/title/tt15747266/
247,Maun,(2013),Drama,"Suraj Bhushal
                 |","['Arpan Thapa', 'Namrata Shrestha', 'Durga Baraily', 'Shekhar Chapagain']",/title/tt8504976/
248,Love Is Life,(2013),Drama,"Loknath Gautam
                 | 
    Star:
Aayush Rija",['tor:\nLoknath Gautam\n                 | \n    Star:\nAayush Rijal'],/title/tt9042328/
249,Dhuwani,(2013),Thriller,"Pitamber Pandey
                 |","['Archana Dellala', 'Kishor Khatiwada', 'Sagun Shahi']",/title/tt27874857/
250,कबड्डी,(2014),"Comedy, Drama, Romance","Ram Babu Gurung
                 |","['Dayahang Rai', 'Nischal Basnet', 'Rishma Gurung', 'Buddhi Tamang']",/title/tt3696800/
251,Highway to Dhampus,(2014),"Drama, Romance","Rick McFarland
                 |","['Rachel Hurd-Wood', 'Gunner Wright', 'Suesha Rana', 'Raj Ballav Koirala']",/title/tt2296799/
252,Nai Nabhannu La 2,(2014),Romance,"Bikash Raj Acharya
                 |","['Sugyani Bhattarai', 'Narendra Singh Dhami', 'Priyanka Karki', 'Sitaram Kattel']",/title/tt8677256/
253,November Rain,(2014),Romance,"Dinesh Raut
                 |","['Aaryan Sigdel', 'Namrata Shrestha', 'Chhulthim Dolma Gurung', 'Amitesh Shah']",/title/tt5659988/
254,Kohinoor,(2014),Drama,"Akash Adhikari
                 |","['Shree Krishna Shrestha', 'Shweta Khadka', 'Mithila Sharma', 'Narendra Singh Dhami']",/title/tt8324172/
255,Suntali,(2014),"Comedy, Drama","Bhaskar Dhungana
                 |","['Pramod Agrahari', 'Bipana Basnet', 'Saraswoti Chaudhari', 'Pratibha Chettri']",/title/tt3908994/
256,Talakjung vs Tulke,(2014),"Action, Drama","Nischal Basnet
                 |","['Khagendra Lamichhane', 'Dayahang Rai', 'Shushank Mainali', 'Reecha Sharma']",/title/tt3342558/
257,Love You Baba,(2014),Drama,"Saugat Bista
                 |","['Anmol Agrawal', 'Basanta Bhatta', 'Rashmi Bhatta', 'Gajit Bista']",/title/tt5954644/
258,Jerryy,(2014),Romance,"Hem Raj BC
                 |","['Anmol K.C.', 'Amalya Sharma', 'Anna Sharma', 'Abhishek Man Sherchan']",/title/tt4620528/
259,Jholay,(2014),"Comedy, Drama","Dipendra K. Khanal
                 |","['Dayahang Rai', 'Priyanka Karki', 'Shishir Rana', 'Prashant Dawa']",/title/tt7228558/
260,Bicycle Dreams,(2014),"Adventure, Family",Raju Gurun,['tor:\nRaju Gurung'],/title/tt4171716/
261,Raghav,(2014),Drama,"Bhupendra Bhattarai
                 |","['Gita Adhikari', 'Basanta Bhatta', 'Cait Brasel', 'Rocken Byanjankar']",/title/tt3187718/
262,Ritu Nepali Feature Film,(2014),"Drama, Romance","Manoj Adhikari
                 |","['Raj Ballav Koirala', 'Malina Joshi', 'Reema Bishwokarma', 'Bishnu Neupane']",/title/tt3451716/
263,Chha Ekan Chha,(2014),"Comedy, Drama","Dinesh D.C.
                 |","['Sandip Chhetri', 'Narendra Singh Dhami', 'Neeta Dhungana', 'Kedar Ghimire']",/title/tt6044190/
264,Hasiya,(2014),Action,"Milan Chams
                 |","['Rajesh Hamal', 'Ruby Rana', 'Shishir S.J.B. Rana', 'Anoop Bikram Shahi']",/title/tt8754286/
265,Shree 5 Ambare,(2014),"Crime, Drama","s:
Dipa Basnet, 
Haridev Oli
                 |","['Saugat Malla', 'Keki Adhikari', 'Yama Buddha', 'Priyanka Karki']",/title/tt8024952/
266,Fitkiree,(2014),Crime,"s:
Anup Baral, 
Haridev Oli
                 |","['Saugat Malla', 'Deeya Maskey', 'Shanti Giri', 'Anup Baral']",/title/tt5973366/
267,Megha,(II) (2014),Drama,"Samjhana Upreti Rauniar
                 |","['Bhintuna Joshi', 'Agraj K.C.', 'Manoj K.C.', 'Meera K.C.']",/title/tt8658858/
268,Mokshya,(2014),"Comedy, Drama, Music","Prabin Shrestha
                 |","['Kosish Chettri', 'Benisha Hamal', 'Basanta Bhatta', 'Bikram Singh']",/title/tt3521084/
269,Red Monsoon,(2014),"Drama, Family","Eelum Dixit
                 |","['Sandip Chhetri', 'Sudam Ck', 'Himali Dixit', 'Shristi Ghimire']",/title/tt2923296/
270,I Will Find You,(2014),,Daniela Ponc,['tor:\nDaniela Ponce'],/title/tt1670391/
271,Birkhelai Chinchhas,(2014),Drama,"Araaj Keshav Giri
                 |","['Binita Khadka', 'Aayusha Rai', 'Subash Thapa']",/title/tt8477144/
272,Save the Country,(2014),History,"Lawa Pyakurel
                 |","['Sujana Dhakal', 'Mayoun Jirel', 'Ghimire Kc', 'Sapana Rokka']",/title/tt15393054/
273,Mukhauta,(2014),Crime,"Arpan Thapa
                 |","['Rajesh Hamal', 'Sunil Thapa', 'Saugat Malla', 'Arpan Thapa']",/title/tt13369528/
274,Tandav,(2014),Action,"Murray Kerr
                 |","['Bisharad Basnet', 'Kameshwor Chaurasiya', 'Alan Gurung', 'Bipin Karki']",/title/tt7165932/
275,The Palmist,(2014),"Drama, Mystery, Romance","Hitesh Sharma
                 |","['Sameer Bhattarai', 'Hitesh Sharma', 'Sunny Amatya', 'Prakash Subedi']",/title/tt4701840/
276,Akaal,(2014),Drama,"Neer Bikram Shah
                 |","['Deepak Chhetri', 'Rajesh Hamal', 'Neer Bikram Shah', 'Rekha Thapa']",/title/tt8915854/
277,Producer,(2014),Comedy,"Janak Deep Parajuli
                 |","['Ram Prasad Aryal', 'Shyam Aryal', 'Shweta Bhattarai', 'Babu Bogati']",/title/tt4852030/
278,Dhartiputra,(2014),Action,"Amar Oli
                 |","['Bikrant Basnet', 'Dilip Rayamajhi', 'Sunil Thapa']",/title/tt22044694/
279,Punte Parade,(2014),"Drama, Romance","Subash Koirala
                 |","['Samyam Puri', 'Nilu Doma Sherpa', 'Priyanka Karki', 'Najir Hussain']",/title/tt7243914/
280,Utsav,(2014),Drama,"Kumar Bhattarai
                 |","['Saugat Malla', 'Sanjog Koirala', 'Gaurav Pahari', 'Menuka Pradhan']",/title/tt6634928/
281,Deciphering Me,(2014),Action,,[''],/title/tt4854822/
282,Biteka Pal,(2014),Romance,"Suraj Subba
                 |","['Keki Adhikari', 'Baboo Bogati', 'Bimala Thatal']",/title/tt8661390/
283,Himmatwali,(2014),Drama,"Rekha Thapa
                 |","['Teja Ayyar', 'Puskar Bhatta', 'Abhay Chand', 'Dhiraj Chand']",/title/tt7243896/
284,Baby,(I) (2015),"Action, Crime, Thriller","Neeraj Pandey
                 |","['Akshay Kumar', 'Danny Denzongpa', 'Rana Daggubati', 'Taapsee Pannu']",/title/tt3848892/
285,Hostel Returns,(2015),Drama,"Suraj Bhushal
                 |","['Sushil Shrestha', 'Najir Hussain', 'Abhay Baral', 'Sushil Sitaula']",/title/tt6501286/
286,Kalo Pothi,(2015),"Action, Drama, History","Min Bahadur Bham
                 |","['Khadka Raj Nepali', 'Sukra Raj Rokaya', 'Jit Bahadur Malla', 'Hansha Khadka']",/title/tt4991660/
287,Kabaddi Kabaddi,(2015),"Comedy, Drama","Ram Babu Gurung
                 |","['Dayahang Rai', 'Saugat Malla', 'Rishma Gurung', 'Bijay Baral']",/title/tt5225580/
288,Taandro,(2015),"Action, Drama","Samten Bhutia
                 |","['Dayahang Rai', 'Kamal Mani Nepal', 'Rajan Khatiwada', 'Buddhi Tamang']",/title/tt5252250/
289,The Necklace,(2015),"Crime, Drama, Mystery","s:
David Chow, 
Rudra Bahadur Gurung
                 |","['Dipti Gurung', 'Roshni Karki', 'R.C. Manoj', 'Nirvik Rai']",/title/tt5126250/
290,Zhigrana,(2015),"Horror, Mystery, Thriller","Pasang Lama
                 |","['Sagar Adhikari', 'Subash Basnet', 'Hari Prasad Bhattarai', 'Patricia Buigenet']",/title/tt4448446/
291,Bhool Bhulaiyaa,(2015),Romance,"Yogesh Ghimire
                 |","['Neeta Dhungana', 'Jiwan Luitel']",/title/tt9081378/
292,Sadanga,(2015),Action,"Suraj Sunuwar
                 |","['Saugat Malla', 'Sauram Raj Tuladhar', 'Priyanka Karki', 'Anup Baral']",/title/tt11671066/
293,Pardeshi,(2015),"Drama, Family","Narayan Rayamajhi
                 |","['Raju Bajaj', 'Keshab Bhattarai', 'Sher Bahadur Gurung', 'Rajani K.C.']",/title/tt7091544/
294,Ko Afno,(2015),"Drama, Thriller","Anil Thapa
                 |","['Sulakshyan Bharati', 'Sudam Ck', 'Shanti Giri', 'Rajan Khatiwada']",/title/tt5302258/
295,Bhairav,(2015),Drama,"Nikhil Upreti
                 |","['Jay Kishan Basnet', 'Narendra Singh Dhami', 'Muralidhar', 'Nagendra Rijal']",/title/tt7229056/
296,Mission Paisa 2: Reloaded,(2015),Action,"Simosh Sunuwar
                 |","['Nisha Adhikari', 'Amir Gautam', 'Priyanka Karki', 'Resh Marhatta']",/title/tt7201056/
297,Resham Filili,(2015),"Comedy, Drama","Pranab Joshi
                 |","['Shishir Bangdel', 'Kameshwor Chaurasiya', 'Narendra Singh Dhami', 'Laxmi Giri']",/title/tt4624138/
298,Woda Number 6,(2015),Comedy,"Ujwal Ghimire
                 |","['Sandip Chhetri', 'Kedar Ghimire', 'Deepak Raj Giri', 'Aruna Karki']",/title/tt6569172/
299,DristiBhram,(2015),"Drama, Mystery, Romance","Kiran Thapa
                 |","['Kiran Thapa', 'Bijay Kunwar', 'Cilsa Jirel', 'Nitesh Jung Thapa']",/title/tt4361472/
300,Seto Bagh,(2015),"Drama, History","Neer Bikram Shah
                 |","['Manish Bhandari', 'Binay Dahal', 'Anita Dangal', 'Narendra Singh Dhami']",/title/tt6044656/
301,Nai Nabhannu La 3,(2015),Romance,"s:
Muskan Dhakal, 
Lakpa Chhiring Tamang
                 |","['Aaryan Sigdel', 'Priyanka Karki', 'Suraj Singh Thakuri', 'Sanchita Luitel']",/title/tt8677388/
302,Dhruva Tara,(2015),Drama,"Nikky Ngawang Golay
                 |","['Kushal Ghimiray', 'Manisha Gurung', 'Topchen Moktan', 'Avinash Wanem Subba']",/title/tt5906842/
303,Sunpani,(2015),Drama,"Sabin Bastola
                 |","['Sabin Bastola', 'Agraj K.C.', 'Tara K.C.', 'Nabin Timalsina']",/title/tt8878514/
304,Jung Bahadur Ko Coat,(2015),Action,"Ashish Bhetwal
                 | 
    Star:
Bimles Adhikar",['tor:\nAshish Bhetwal\n                 | \n    Star:\nBimles Adhikari'],/title/tt4533898/
305,Aavash,(2015),"Drama, Romance","Surendra Poudel
                 |","['Samyam Puri', 'Ashma D.C.', 'Nisha Adhikari', 'Salon Basnet']",/title/tt6450916/
306,Dhauli,(2015),Family,"s:
Santosh Kumar Atreya, 
Ghanshyam Lamichhane, 
Santosh Kumar Atray
                 |","['Geeta Adhikari', 'Gajit Bista', 'Prakash Ghimire']",/title/tt11822438/
307,Desh Dekhi Bidesh,(2015),Action,"Narendra Thapa
                 |","['Dilip Rayamajhi', 'Richa Sharma', 'Nikhil Upreti']",/title/tt22008154/
308,Ajhai Pani,(2015),Drama,"Alok Nembang
                 |","['Narendra Singh Dhami', 'Bishal Dhungana', 'Puspa Khadka', 'Bijay Lama']",/title/tt5972072/
309,Chankhe Shankhe Pankhe,(2015),Comedy,"Sudarshan Thapa
                 |","['Subash Thapa', 'Sudarshan Thapa', 'Prem Puri', 'Pooja Sharma']",/title/tt5955818/
310,Youngster: Nepali Film,(2015),Drama,"Subba Bishal
                 |","['Pradhan Ajtej', 'Lepcha Alvin', 'Dewan Suhmita']",/title/tt10847722/
311,Tata Bye Bye,(2015),Drama,ishir Bangde,['Shishir Bangdel'],/title/tt5139922/
312,Tista Pariko Saino,(2015),Romance,"Khil Bahadur Gurung
                 |","['Amir Gurung', 'Khil Bahadur Gurung', 'Raj Gurung', 'Unita Gurung']",/title/tt20426148/
313,Runna Bhanthe(I won't cry),(2015),Action,"Nikesh Khadka
                 | 
    Star:
Sauram Raj Tuladha",['tor:\nNikesh Khadka\n                 | \n    Star:\nSauram Raj Tuladhar'],/title/tt15672114/
314,Zindagi Rocks,(2015),"Romance, Comedy","Nikesh Khadka
                 |","['Sauram Raj Tuladhar', 'Prakriti Shrestha', 'Reecha Sharma', 'Keki Adhikari']",/title/tt11650960/
315,In Search of a Nation,(2015),"Drama, Family","Prakash Angdembe
                 |","['Hemanta Budhathoki', 'Baboo Bogati', 'Meena Koirala', 'Aruna Karki']",/title/tt2808236/
316,Sambodhan,(2015),Crime,"Hem Raj BC
                 |","['Dayahang Rai', 'Prasant Tamrakar', 'Binay Bhatt', 'Namrata Shrestha']",/title/tt6624908/
317,Aago 2,(2015),Drama,"Madan Ghimire
                 |","['Sushil Chhetri', 'Priya Rizal', 'Hemanta Budhathoki', 'Ganesh Giri']",/title/tt6774938/
318,The Jungle Book,(2016),"Animation, Adventure, Drama","Jon Favreau
                 |","['Neel Sethi', 'Bill Murray', 'Ben Kingsley', 'Idris Elba']",/title/tt3040964/
319,Pashupati Prasad,(2016),"Comedy, Drama, Romance","Dipendra K. Khanal
                 |","['Khagendra Lamichhane', 'Rabindra Singh Baniya', 'Bipin Karki', 'Prakash Ghimire']",/title/tt5691226/
320,सेतो सुर्य,(2016),"Adventure, Drama","Deepak Rauniyar
                 |","['Dayahang Rai', 'Asha Magrati', 'Rabindra Singh Baniya', 'Sumi Malla']",/title/tt3638644/
321,Superhit,(2016),Thriller,"Niranjan Pandey
                 |","['Binita Baral', 'Sudam Ck', 'Divya Dev', 'Shishir Rana']",/title/tt10240904/
322,The Legend of Shankhadhar,(2016),"Animation, Biography, Drama","Sanyukta Shrestha
                 |","['Kiran K.C.', 'Rajaram Poudel', 'Madan Krishna Shrestha']",/title/tt6999010/
323,Prem Geet,(2016),Romance,"Sudarshan Thapa
                 |","['Pradeep Khadka', 'Pooja Sharma', 'Saroj Khanal', 'Rupa Rana']",/title/tt6705126/
324,Purano Dunga,(2016),"Comedy, Drama","Ram Babu Gurung
                 |","['Dayahang Rai', 'Maotse Gurung', 'Menuka Pradhan', 'Priyanka Karki']",/title/tt6782422/
325,Chhakka Panja,(2016),"Comedy, Drama, Family","Deepa Shree Niraula
                 |","['Deepak Raj Giri', 'Kedar Ghimire', 'Buddhi Tamang', 'Jeetu Nepal']",/title/tt6160932/
326,Dreams,(IV) (2016),Romance,"Bhuwan K.C.
                 |","['Manoj Giri', 'Anmol K.C.', 'Sandhya Kc', 'Ratna Raut']",/title/tt5804178/
327,Jatra,(2016),"Action, Comedy, Drama","Pradeep Bhattarai
                 |","['Bipin Karki', 'Barsha Raut', 'Rabindra Jha', 'Rabindra Singh Baniya']",/title/tt6249904/
328,Bir Bikram,(2016),"Action, Comedy, Romance","Milan Chams
                 |","['Dayahang Rai', 'Anoop Bikram Shahi', 'Deeya Pun', 'Arpan Thapa']",/title/tt6568628/
329,La Sorry,(2016),Action,"Giri Raj Lamichhane
                 | 
    Star:
Rajan Khatiwad",['tor:\nGiri Raj Lamichhane\n                 | \n    Star:\nRajan Khatiwada'],/title/tt8883024/
330,Teen Ghumti,(2016),"Biography, Drama","Dhakal Baburam
                 |","['Garima Panta', 'Dhruba Dutta', 'Sushant Karki']",/title/tt5642582/
331,Karkhana,(2016),Drama,"Amardeep Sapkota
                 |","['Jebica Karki', 'Nabin Lamsal', 'Mausami Malla', 'Sushil Shrestha']",/title/tt7683198/
332,Ke Ma Timro Hoina Ra,(2016),Romance,"Akash Adhikari
                 |","['Aaryan Adhikari', 'Arun Adhikari', 'Mariska Pokharel']",/title/tt7643854/
333,The Winner,(III) (2016),Thriller,"Hikmat Bista
                 |","['Ale Corsino', 'Amit Giri', 'Malina Joshi', 'Royal Maskey']",/title/tt6352664/
334,Kismat 2,(2016),Drama,"Rishi Lamichhane
                 |","['Kishor Khatiwada', 'Shilpa Pokhrel', 'Prithivi Raj Prasai']",/title/tt12318790/
335,Dying Candle,(2016),"Drama, Family","Naresh Kumar Kc
                 |","['Bidhya Karki', 'Saugat Malla', 'Kesab Rai', 'Srijana Subba']",/title/tt3552320/
336,Jai Parshuram,(2016),Action,Rose Ran,['tor:\nRose Rana'],/title/tt8778914/
337,Safar,(I) (2016),"Adventure, Drama","Ashish Shrestha
                 |","['Manan Sapkota', 'Nurja Shrestha', 'Sanjay Gupta', 'Shibir Pokharel']",/title/tt6091496/
338,Lama La,(2016),Drama,"s:
Nischal Poudyal, 
Manoj Kumar Pant
                 |","['Ravi Karki', 'Jivan Pulami']",/title/tt6023632/
339,Nai Nabhannu La 4,(2016),Romance,"Bikash Raj Acharya
                 |","['Priyanka Karki', 'Barsha Raut', 'Anubhav Regmi', 'Paul Shah']",/title/tt8677400/
340,U Turn,(II) (2016),Drama,"Prem Lama
                 |","['Prasuna Kadel', 'Prem Lama', 'Etisha Nembang']",/title/tt6684398/
341,Bijuli Machine,(2016),"Comedy, Drama, Sci-Fi","Navin Awal
                 |","['Abhishek Subedi', 'Jeewan Adhikary', 'Jiban Bhattarai', 'Rajesh Hamal']",/title/tt6577538/
342,Gajalu,(2016),"Drama, Family, Romance","Hem Raj BC
                 |","['Anmol K.C.', 'Shristi Shrestha', 'Gaurav Pahari', 'Salon Basnet']",/title/tt6419748/
343,Homework,(II) (2016),"Drama, Family","Nirak Poudel
                 |","['Vijay Lama', 'Gauri Malla', 'Namrata Shrestha', 'Aaryan Sigdel']",/title/tt8706358/
344,Vedi Gothale,(2016),Drama,"Ganesh Gurung
                 |","['Asmi Gurung', 'Ganesh Gurung', 'Rajesh Gurung', 'Sanam Gurung']",/title/tt7039460/
345,Lukamari,(2016),"Comedy, Crime","Shree Ram Dahal
                 |","['Saugat Malla', 'Karma Shakya', 'Bikram Singh', 'Surabina Karki']",/title/tt5595416/
346,Kaha Bhulna Sakchu,(2016),Drama,"s:
Enos Lama, 
Sanjok Roka
                 |","['Milan Gurung', 'Prasansa Khawash', 'Sanuja Roka']",/title/tt6918784/
347,Kafal Pakyo,(2016),"Drama, Romance","Sabitri Khatri
                 |","['Jiwan Luitel', 'Barsha Raut', 'B.S. Rana', 'Barsha Singh Chhettri']",/title/tt7382524/
348,Bato Muniko Phool 2,(2016),"Drama, Romance","Subarna Thapa
                 |","['Reema Bishwokarma', 'Babu Bogati', 'Yash Kumar', 'Ashishma Nakarmi']",/title/tt7836584/
349,Sherpa Dai,(2016),Comedy,"Gopal Dhakal
                 |","['Gopal Dhakal', 'Doma Hyolmo', 'Shishir Rana', 'Chhiring Sherpa']",/title/tt15662016/
350,Gaatho,(2016),Thriller,"Suraj Bhushal
                 |","['Abhay Baral', 'Najir Hussain', 'Aruna Karki', 'Dhurba Koirala']",/title/tt15988786/
351,Fanko,(2016),"Action, Drama, Thriller","Subarna Thapa
                 |","['Saugat Malla', 'Keki Adhikari', 'Dayahang Rai', 'Priyanka Karki']",/title/tt6149934/
352,Radha,(II) (2016),"Drama, Romance","Yogesh Ghimire
                 |","['Jiwan Luitel', 'Sanchita Luitel']",/title/tt7869094/
353,Jhumkee,(2016),Thriller,"Apil Bista
                 |","['Pramod Agrahari', 'Rabindra Singh Baniya', 'Bijay Baral', 'Bisharad Basnet']",/title/tt6730644/
354,Rahadani,(2016),Drama,"Dabbu Kshetri
                 |","['Binita Ghimire', 'Rupa Khanal', 'Nabin Lamsal', 'Dayahang Rai']",/title/tt8878780/
355,Kaifiyat,(II) (2016),"Drama, Action","Dasharath Giri
                 |","['Nandita K.C.', 'Kishan Sunuwar', 'Shankar Shahi Thakuri']",/title/tt12981428/
356,The Monk: Lama La,(2016),Drama,"s:
Nischal Poudyal, 
Manoj Kumar Pan","['tors:\nNischal Poudyal', 'Manoj Kumar Pant']",/title/tt6033912/
357,How Funny,(2016),"Comedy, Drama","Nilu Doma Sherpa
                 |","['Dayahang Rai', 'Priyanka Karki', 'Keki Adhikari', 'Nisha Adhikari']",/title/tt7228676/
358,Krisha Gautami (Nepal Bhasa),(2016),Family,"Ram Krishna Khadgi
                 |","['Shiv Shrestha', 'Karma Shakya', 'Melina Manandhar', 'Nagina Joshi']",/title/tt18968928/
359,Best Friends Forever,(II) (2016),Drama,"Utsav Pratap Thapaliya
                 |","['Saurav Chaudhary', 'Sandip Ghimire', 'Inzamam Ali Khan', 'Syallen Manandhar']",/title/tt9020606/
360,Revolving Face,(2016),Biography,Lawa Pyakure,['tor:\nLawa Pyakurel'],/title/tt15399570/
361,Birano Mayo,(2016),Drama,Madhav Khare,['tor:\nMadhav Kharel'],/title/tt8688026/
362,Fulai Fulko Mausam Timilai,(2016),Drama,"Dinesh D.C.
                 |","['Geeta Adhikari', 'Aamesh Bhandari', 'Neeta Dhungana', 'Madhav Kharel']",/title/tt6066922/
363,Classic,(2016),Drama,"Dinesh Raut
                 |","['Aaryan Sigdel', 'Namrata Shrestha', 'Shishir S.J.B. Rana', 'Sunil Rawal']",/title/tt8400458/
364,Rolpa Rog,(2016),Drama,"Dipak Oli
                 |","['Shishir Bhandari', 'Sushil Pokharel']",/title/tt8657794/
365,Champion,(VI) (2016),Game-Show,B.B Phuya,['tor:\nB.B Phuyal'],/title/tt8821304/
366,L'ascension,(I) (2017),"Comedy, Drama, Romance","Ludovic Bernard
                 |","['Ahmed Sylla', 'Alice Belaïdi', 'Kévin Razy', 'Nicolas Wanczycki']",/title/tt5157682/
367,Khoj,(2017),"Crime, Mystery, Thriller","Arka Ganguly
                 |","['Vikram Chatterjee', 'Shataf Figar', 'Poonam Gurung', 'Arnab Bhattacharya']",/title/tt6095994/
368,पाहुना,(2017),"Drama, Mystery","Paakhi A. Tyrewala
                 |","['Anmoul Limboo', 'Ishika Gurung', 'Manju Chhetri', 'Saran Rai']",/title/tt6940696/
369,Loot 2,(2017),"Action, Crime, Drama","Nischal Basnet
                 |","['Saugat Malla', 'Dayahang Rai', 'Karma Shakya', 'Bipin Karki']",/title/tt6329870/
370,Prem Geet 2,(2017),"Drama, Romance","Ram Sharan Pathak
                 |","['Pradeep Khadka', 'Aaslesha Thakuri', 'Mukta Babu Acharya', 'Shishir Bhandari']",/title/tt7085078/
371,Dui Rupaiyan,(2017),"Action, Drama","Asim Shah
                 |","['Nischal Basnet', 'Asif Shah', 'Buddhi Tamang', 'Menuka Pradhan']",/title/tt6944552/
372,Goodbye Kathmandu,(2017),Drama,"Nabin Subba
                 |","['Sauram Raj Tuladhar', 'Nikhil Gurung', 'Karma Shakya', 'Subarna Thapa']",/title/tt7870694/
373,Aishwarya,(2017),"Drama, Romance","Diwakar Bhattarai
                 |","['Keki Adhikari', 'Deepika Prasain', 'Nirmal Sharma', 'Prasant Tamrakar']",/title/tt7625030/
374,Chhakka Panja 2,(2017),"Comedy, Drama","Deepa Shree Niraula
                 |","['Deepak Raj Giri', 'Kedar Ghimire', 'Priyanka Karki', 'Jeetu Nepal']",/title/tt7229666/
375,Parva,(2017),Horror,"Dinesh Raut
                 |","['Namrata Shrestha', 'Koshish Chhetri', 'Mala Limbu', 'Keshab Bhattarai']",/title/tt8619976/
