,Title,Year,Genre,Director,Cast,Movie_id
530,Fichyo,(2020),Drama,"Bikash Ghale Gurung
                 |","['Kashi Ghale -Indra', 'Beeshwas Gurung', 'Beshwas Gurung', 'Kalyan Magar']",/title/tt17499240/
531,The Mountains Are a Dream That Call to Me,(2020),,"Cedric Cheung-Lau
                 |","['Sanjay Lama Dong', 'Alice Cummins']",/title/tt11389562/
532,Selfie King,(2020),Drama,"Bishal Sapkota
                 |","['Bipin Karki', 'Laxmi Bardewa', 'Abhay Baral', 'Jiban Bhattarai']",/title/tt10935014/
533,Mango Pickle,(2020),"Crime, Drama, Thriller","Ian Scott Clement
                 |","['Bisan Shrestha', 'Ashok Rijal', 'Yog Raj Pandey', 'Sarita Giri']",/title/tt2714308/
534,Shirsuba[2020],(2020),Drama,"Maotse Gurung
                 |","['Sumit Grg', 'Aitaram Gurung', 'Beeshwas Gurung', 'Dhan Bahadur Gurung']",/title/tt16677274/
535,Jeeudo,(2020),"Drama, Romance","Aalmist Subba
                 |","['Prashant Baraili', 'Davina', 'Pranisha Gahatraj', 'Pujan Ghishing']",/title/tt11976170/
536,Bhumari,(2020),Drama,"Yogesh Ghimire
                 |","['Kushal Thapa', 'Rejina Uprety']",/title/tt18304482/
537,Chini Kam Rang Kada,(2020),Drama,"Bibek Ghimire
                 |","['Manav Subedi', 'Anu Thapa', 'Sushil Sitaula', 'Surya Thapa']",/title/tt13986218/
538,Dhulo,(2020),Drama,"Pradhumna Mishra
                 |","['Laxmi Bardewa', 'Damodar Gajurel', 'Agraj K.C.', 'Sudeep Karki']",/title/tt11944088/
539,Taqatbar,(2020),Action,"Sunil Bista Gauli
                 |","['Sabin Shrestha', 'Mahima Silwal']",/title/tt21278536/
540,Dasdhunga Chapter 2,(2020),History,"Kumar Bhattarai
                 |","['Divya Dev', 'Saugat Malla', 'Surakshya Panta', 'Dayahang Rai']",/title/tt10435560/
541,Aastha,(I) (2020),Drama,"Naren Limbu
                 |","['Kusum Gurung', 'Naren Limbu']",/title/tt9517300/
542,Kathaputali,(2021),"Horror, Mystery, Thriller","Veemsen Lama
                 |","['Karma Shakya', 'Shilpa Maskey', 'Subarna Thapa', 'Gauri Malla']",/title/tt9296106/
543,Numa,(2021),Drama,"Pritam Gurung
                 |","['Kashi Ghale -Indra', 'Biswatma Gurung', 'Sanzeet Gurung']",/title/tt17720518/
544,One Night in Kathmandu,(2021),Drama,"Mohan Rai
                 |","['Karma', 'Menuka Pradhan', 'Karma Shakya']",/title/tt14563990/
545,Shree,(2021),Drama,"Everest Surya Bohara
                 |","['Sandip Chhetri', 'Rabindra Jha', 'Rajaram Poudel', 'Barsha Siwakoti']",/title/tt28185948/
546,Ko Afno Redux,(2021),Drama,"Anil Thapa
                 |","['Sulakshyan Bharati', 'Satyaraj Chaulagain', 'Sudam Ck', 'Prakash Ghimire']",/title/tt14504590/
547,Teen Jantu,(2021),Thriller,"Arpan Thapa
                 |","['Saugat Malla', 'Arpan Thapa', 'Shristi Shrestha', 'Robin Tamang']",/title/tt12252930/
548,Tulki,(2021),Drama,"Dev Jung Thapa
                 |","['Swostima Karki', 'Shekhar Lama', 'Som Lama', 'Naren Moktan']",/title/tt15128260/
549,Timro Hune Kahile,(2021),Drama,"Raju Giri
                 |","['Prakash Chand', 'Mausami Oli']",/title/tt16435840/
550,Premnath,(2021),Action,"Ganesh Belbase
                 |","['Ganesh Belbase', 'Rabin Bhandan', 'Gaurav Bhatta', 'Shamjhana Bhetwal']",/title/tt9537148/
551,Kapti,(2021),Drama,"Bhupendra Gurung
                 |","['Smriti Balami', 'Sher Bahadur Gurung', 'Umesh Gurung', 'Urmila Gurung']",/title/tt14312344/
552,Paaila,(2021),,Bikash Prasa,['tor:\nBikash Prasai'],/title/tt12498080/
553,Samjana,(2021),Music,"PranitAcharjuNewar
                 | 
    Star:
PranitAcharjuNewa",['tor:\nPranitAcharjuNewar\n                 | \n    Star:\nPranitAcharjuNewar'],/title/tt14896314/
554,Overdoze,(2021),Crime,"Suman Paudel
                 |","['PranishRaj Panta', 'Sabin Jung Thapa', 'Bina Shrestha', 'Allen Bonilla']",/title/tt25393090/
555,The Playboy and the Buddha,(2021),,"R.B. van Heesch
                 |","['Rejina Khadka', 'Simon Neupane', 'Binod Singh Thapa']",/title/tt14644360/
556,Maya Ashutosh Kc by Prashanna S. Raee,(2021),Music,Dharaniv,['tor:\nDharaniva'],/title/tt15340896/
557,You are the one,(2021),Music,"PranitAcharjuNewar
                 | 
    Star:
PranitAcharjuNewa",['tor:\nPranitAcharjuNewar\n                 | \n    Star:\nPranitAcharjuNewar'],/title/tt14897226/
558,Maya,(VI) (2021),Music,"PranitAcharjuNewar
                 | 
    Star:
PranitAcharjuNewa",['tor:\nPranitAcharjuNewar\n                 | \n    Star:\nPranitAcharjuNewar'],/title/tt14896508/
559,Rilu Tilu Chasmu,(2021),"Adventure, Drama","Aseem Banstola
                 |","['Arya Tripathi', 'Tamanna Tripathi', 'Madhav Tripathi']",/title/tt12900810/
560,Le otto montagne,(2022),Drama,"s:
Felix van Groeningen, 
Charlotte Vandermeersch
                 |","['Lupo Barbiero', 'Cristiano Sassella', 'Elena Lietti', 'Chiara Jorrioz']",/title/tt14641542/
561,Prakash,(2022),Drama,"Dinesh Raut
                 |","['Pradeep Khadka', 'Deeya Maskey', 'Renu Yogi', 'Prakash Ghimire']",/title/tt14617248/
562,कबड्डी ४,(2022),Comedy,"Ram Babu Gurung
                 |","['Dayahang Rai', 'Saugat Malla', 'Miruna Magar', 'Sarada Adhikari']",/title/tt16529002/
563,प्रेम गीत ३,(2022),"Action, Romance","s:
Chhetan Gurung, 
Santosh Sen
                 |","['Pradeep Khadka', 'Kristina Gurung', 'Shiva Shrestha', 'Sunil Thapa']",/title/tt21741272/
564,Mahapurush,(2022),Family,"Pradeep Bhattarai
                 |","['Hari Bansha Acharya', 'Rabindra Singh Baniya', 'Anjana Baraili', 'Arun Chhetri']",/title/tt23135286/
565,Bihe Pass,(2022),Comedy,"Prabesh Poudel
                 |","['Shishir Bangdel', 'Uma Baniya', 'Rabindra Jha', 'Bishal Pahari']",/title/tt16492808/
566,Babari,(2022),Drama,"Surendra Poudel
                 |","['Aditi Budhathoki', 'Dhiraj Magar', 'Dhiraj Nadkar', 'Kamal Mani Nepal']",/title/tt21230106/
567,ए मेरो हजुर ४,(2022),Romance,"Jharana Thapa
                 |","['Salon Basnet', 'Narendra Singh Dhami', 'Laxmi Giri', 'Anmol K.C.']",/title/tt16607614/
568,Samhalinchha Kahile Mann,(2022),"Action, Drama, Romance","Sudarshan Thapa
                 |","['Aakash Shrestha', 'Kumud Pant', 'Pooja Sharma', 'Sonam Topden']",/title/tt9871454/
569,Michael Adhikari,(2022),Drama,"Ranjeet Gupta
                 |","['Saugat Malla', 'Shristi Shrestha']",/title/tt21113894/
570,Krishna Leela,(2022),"Crime, Drama, Romance","Dipak Oli
                 |","['Shraddha Chhetri', 'Puspa Khadka', 'Buddhi Tamang']",/title/tt16436816/
571,Ke Ghar Ke Dera,(2022),Comedy,"Dipendra K. Khanal
                 |","['Rabindra Jha', 'Bipin Karki', 'Surakshya Panta', 'Dayahang Rai']",/title/tt23770332/
572,Lakhey,(2022),"Action, Thriller","Samrat Basnet
                 |","['Aaryan Adhikari', 'Rakshya Budhathoki', 'Saugat Malla', 'Nutan']",/title/tt22462224/
573,Premganj,(2022),Romance,"Parichhed Sen
                 |","['Tej Giri', 'Benisha Hamal', 'Surakshya Panta', 'Sanjog Rasaili']",/title/tt18680228/
574,The Secrets of Radha,(2022),Drama,"Subarna Thapa
                 |","['Nischal Basnet', 'Divya Dev', 'Pushkar Gurung', 'Khagendra Lamichhane']",/title/tt23770642/
575,Hello Jindagi,(2022),Drama,"s:
Everest Surya Bohara, 
Elish Adhikari
                 |","['Bikram Joshi', 'Kumud Pant', 'Deepika Prasain', 'Janaki Pant']",/title/tt10188844/
576,Ma Yesto Geet Gauchhu 2,(2022),"Drama, Musical, Romance","Sudarshan Thapa
                 |","['Paul Shah', 'Pooja Sharma', 'Salon Basnet']",/title/tt7889894/
577,Nalapani,(2022),"Drama, History","Rimesh Adhikari
                 |","['Deshbhakta Khanal', 'Santosh Pant', 'Poozana Pradhan', 'Arjun Jung Shahi']",/title/tt26087954/
578,Karma (Nepal Bhasa Movie),(2022),Family,"Ram Krishna Khadgi
                 |","['Madan Krishna Shrestha', 'Karma Shakya', 'Ashishma Nakarmi', 'Yaman Shrestha']",/title/tt18689606/
579,Soul of the commando,(2022),Action,"s:
Yubaraj Rai, 
Kamraan Mohammed
                 | 
    Star:
Raj Kumar Ra","['tors:\nYubaraj Rai', 'Kamraan Mohammed\n                 | \n    Star:\nRaj Kumar Rai']",/title/tt21411734/
580,Lakka Jawan,(2022),Comedy,"Shivahari Poudel
                 |","['Ansuya Shrestha', 'Dhruba Onta', 'Barsha Siwakoti', 'Shivahari Poudel']",/title/tt23643170/
581,Chiso Maanchhe,(2022),,"Dipendra K. Khanal
                 |","['Arpan Thapa', 'Swastima Khadka', 'Deshbhakta Khanal', 'Sanjog Rasaili']",/title/tt21274740/
582,Dokh,(2022),Drama,"Anup Baral
                 |","['Maotse Gurung', 'Sajan Thapa Magar', 'Deeya Maskey', 'Kulchandra Neupane']",/title/tt6818560/
583,Lappan Chappan 2,(2022),Action,"Mukunda Bhatta
                 |","['Saugat Malla', 'Arpan Thapa', 'Anoop Bikram Shahi', 'Kishore Bhatt']",/title/tt11224752/
584,Jhingedaau,(2022),Drama,"Gyanendra Bahadur Deuja
                 |","['Keki Adhikari', 'Mukun Bhusal', 'Kushal Bista', 'Hiubala Gautam']",/title/tt22037606/
585,Ram Ram,(2022),Comedy,"Subarna Thapa
                 |","['Amit Giri', 'Saugat Malla', 'Nabin Manandhar']",/title/tt12774442/
586,Paani Photo,(2022),Drama,"Khagendra Lamichhane
                 |","['Anup Baral', 'Malika Mahat', 'Menuka Pradhan']",/title/tt29005183/
587,चिसो एस्ट्रे,(2022),Drama,"Dinesh Palpali
                 |","['Divya Dev', 'Nabin Lamsal', 'Sushil Raj Pandey', 'Nikun Shrestha']",/title/tt19713108/
588,Mantra,(II) (2022),Drama,"Khil Bahadur Gurung
                 |","['Saugat Malla', 'Deeya Pun', 'Buddhi Tamang']",/title/tt20414216/
589,Shatkon,(2022),Mystery,"Milan de Kapri
                 |","['Suyasha Adhikari', 'Biraj Kadariya', 'Lokendra Lekhak', 'Bholaraj Sapkota']",/title/tt13080910/
590,Ma Rajesh Hamal,(2022),Drama,"Zohn Yonjan
                 |","['Ashmita Lamichhane', 'Sanchita Luitel', 'Sanjog Rasaili', 'Aaryan Sigdel']",/title/tt28526512/
591,Kausidd,(2022),Drama,"Kumar Bhaskar
                 |","['Bholaraj Sapkota', 'Reecha Sharma', 'Parikshit Bickram Rana', 'Rupesh Dahal']",/title/tt21275792/
592,Purpala,(2022),Horror,"Manoj Adhikari
                 |","['Pukar Gautam', 'Nikhila Budhathoki', 'Olga Tamara', 'Rozy Pant']",/title/tt16538262/
593,December Falls,(2022),Thriller,Pravin Jh,['tor:\nPravin Jha'],/title/tt28755217/
594,Mah,(2022),Action,"Subarna Thapa
                 |","['Nisha Adhikari', 'Saroj Khanal', 'Sanjog Rasaili', 'Shristi Shrestha']",/title/tt12599266/
595,Kaidi Ko Patra: A letter from Prisoner,(2022),"Crime, Drama, Mystery","Sanam Kumar Bairag
                 |","['Kunal Bishwa', 'Carrie Dodds', 'Prithavi Raj Khatry', 'Madison Lazarus']",/title/tt21407962/
596,Anyol,(2022),,"Chetnath Dangal
                 | 
    Star:
Pukar Bhattara",['tor:\nChetnath Dangal\n                 | \n    Star:\nPukar Bhattarai'],/title/tt22165232/
597,Gurkha Warrior,(2023),"Action, History, War","Milan Chams
                 |","['Ritesh Chams', 'Vijay Lama', 'Nutan']",/title/tt28664108/
598,The Red Suitcase,(2023),"Drama, Horror, Mystery","Fidel Devkota
                 |","['B. Bishowkarma', 'Anju Deuja', 'Bipin Karki', 'Prabin Khatiwada']",/title/tt28495418/
599,Ganapati,(2023),Drama,"Sabin Adhikari
                 |","['Anish Adhikari', 'Devendra Bablu', 'Mukunda Bhusal', 'Prakash Ghimire']",/title/tt16882704/
600,Chhakka Panja 4,(2023),Comedy,"Hem Raj BC
                 |","['Deepak Raj Giri', 'Kedar Ghimire', 'Benisha Hamal', 'Deepa Shree Niraula']",/title/tt26934236/
601,A Road to a Village,(2023),Drama,"Nabin Subba
                 |","['Dayahang Rai', 'Pashupati Rai']",/title/tt21249176/
602,Jaari,(2023),Drama,"Upendra Subba
                 |","['Dayahang Rai', 'Miruna Magar', 'Bijay Baral', 'Prem Subba']",/title/tt27513017/
603,Aincho Paincho,(I) (2023),Drama,"Krisha Chaulagain
                 |","['Mukun Bhusal', 'Ramesh Budathoki', 'Koshish Chhetri', 'Sarda Giri']",/title/tt28549224/
604,1915: Legend of the Gurkhas,(2023),"Drama, War","Pradeep Shahi
                 |","['Olly Bassi', 'Barnaby Chambers', 'Jack Cronin', 'Robin Friberg']",/title/tt11384790/
605,Fulbari,(2023),Drama,"Ram Babu Gurung
                 |","['Bipin Karki', 'Aruna Karki', 'Dayahang Rai', 'Priyanka Karki']",/title/tt25828590/
606,Chhadke 2.0,(2023),"Action, Comedy, Drama","Nigam Shrestha
                 |","['Anmol K.C.', 'Resha Ale Magar', 'Santosh Mizar', 'Kamal Mani Nepal']",/title/tt26686370/
607,Prasad 2,(2023),Drama,"Sudarshan Thapa
                 |","['Keki Adhikari', 'Bipin Karki', 'Kamal Mani Nepal', 'Arpan Thapa']",/title/tt27169455/
608,Nango Gau,(2023),Drama,Dipendra Lam,['tor:\nDipendra Lama'],/title/tt28141408/
609,जय हो,(2023),"Action, Comedy, Drama","Tek Paurakhi Rai
                 |","['Keki Adhikari', 'Nisha Adhikari', 'Salon Basnet', 'Ganesh Budhathoki']",/title/tt28867816/
610,Aincho Paincho,(II) (2023),Drama,"Krisha Chaulagain
                 |","['Mukun Bhusal', 'Ramesh Budathoki', 'Koshish Chhetri', 'Sarda Giri']",/title/tt28549232/
611,Shakti,(2023),Drama,"Nani Sahra Walker
                 |","['Shristi Shrestha', 'Prakash Ghimire', 'Menuka Pradhan', 'Jiban Bhattarai']",/title/tt26598972/
612,Neerphool,(2023),Drama,"Phulman Bal
                 |","['Sarita Giri', 'Pushkar Gurung', 'Dayahang Rai', 'Buddhi Tamang']",/title/tt11941288/
613,Nai Nabhannu La 6,(2023),Romance,"Bikash Raj Acharya
                 |","['Keki Adhikari', 'Ashirwad B Chhetri', 'Priyanka Karki', 'Avelina Khadka']",/title/tt27459113/
614,Pashupati Prasad 2 Bhasme Don,(2023),"Comedy, Drama","Dipendra K. Khanal
                 |","['Barsha Siwakoti', 'Bipin Karki', 'Saugat Malla', 'Swastima Khadka']",/title/tt29005176/
615,Harry Ki Pyari,(2023),Romance,"Kapil Rijal
                 |","['Jitu Nepal', 'Samragyee Rajya Laxmi Shah', 'Bijay Baral', 'Ranjana Bhattarai']",/title/tt26734125/
616,Jackie I Am 21,(2023),Drama,"Renasha Bantawa Rai
                 |","['Jassita Gurung', 'Dhiraj Magar']",/title/tt26453046/
617,Chi Musi Chi - Even Dead Desire Belonging,(2023),Horror,"s:
Myrhna James, 
Yash Saini
                 |","['Gaurav Bista', 'Arun Chakraborty', 'Benisha Hamal', 'Rabindra Jha']",/title/tt24059624/
618,A Sathi Suna,(2023),Crime,"Ram Raghav Acharya
                 |","['Ramesh Baniya', 'Bimala Giri', 'Subash Shah', 'Barsha Siwakoti']",/title/tt27459157/
619,Prema,(2023),Romance,"Govind Singh Bhandari
                 |","['Surendra Basel', 'Prakash Basnet', 'Sabin Bastola', 'Arun Chettri']",/title/tt26695236/
620,Basenji,(2023),"Drama, Horror, Thriller","Ian Scott Clement
                 |","['Asim Niroula', 'Supreme Rai', 'Sarita Giri', 'Raj Pangeni Sharma']",/title/tt10504992/
621,Bahaab,(2023),Family,"Pramod Kandel
                 |","['Surakshya Panta', 'Kamal Mani Nepal', 'Afraan Ali', 'Surya Sharma Bhatta']",/title/tt16121280/
622,Chaurasi Puja,(2023),"Biography, Drama, History","Kumud Pant
                 |","['Bidhya Bati Pant', 'Kumud Pant', 'Yuvraj Pant', 'Sharada Pant']",/title/tt28501085/
623,Hookah,(II) (2023),"Comedy, Drama","s:
Sambhu Thapa, 
Meetho Kampan
                 |","['Bhupendra Dhakal', 'Prakash Ghimire', 'Tej Giri', 'Pramila Khanal']",/title/tt6487068/
624,Green Blackberries,(2023),Drama,"Prithviraj Das Gupta
                 |","['Iris Rai', 'Bipasna Rai', 'Boben', 'Dhananjay Das']",/title/tt11763190/
625,Lunga,(2023),Drama,"Kiran Rai
                 |","['Prakash Dahal', 'Bhim Sherma Limbu', 'Bhuwan Singh Rai', 'Sara Rai']",/title/tt28283299/
626,Bulaki,(2023),Drama,"Laxman Sunar
                 |","['Topendra Bista', 'Naren Khadka', 'Surakshya Panta']",/title/tt27989702/
627,Nabin: The Rise,(2023),Action,"Santosh Sen
                 |","['Nabin Luhagun', 'Priyanka Karki', 'Najir Hussain', 'Pramod Sitoula']",/title/tt25621878/
628,Chaubandi,(2023),Drama,Niren Shresth,['tor:\nNiren Shrestha'],/title/tt28355450/
629,Timro Mero Sath,(2023),"Drama, Romance","Ramesh Mk Poudel
                 |","['Sandip Chhetri', 'Dipisha Kc', 'Puspa Khadka', 'Saroj Khanal']",/title/tt28229373/
630,Pradeshi 2,(2023),"Drama, Family","Narayan Rayamajhi
                 |","['Barsha Siwakoti', 'Keki Adhikari', 'Prakash Saput']",/title/tt29100768/
631,Lau Kumude Hidyo Hero Banna,(2024),Drama,"Kumud Pant
                 |","['Kumud Pant', 'Janaki Pant']",/title/tt28626549/
632,Gunyo Cholo: Coming of Age of a Girl,,Drama,"Samundra Bhatta
                 |","['Bishal Pahari', 'Sushil Sitaula', 'Sanchita Luitel', 'Anupam Shrestha']",/title/tt27794666/
633,Broken Wings,(III),Drama,"Shenpenn Khymsar
                 |","['Vinay Pathak', 'Sunakshi Grover', 'Neetu Pandey', 'Mrinal Singh']",/title/tt10399702/
634,Mayank- Nepali Movie,,Romance,"Romi Manandhar
                 |","['Reliza Shrestha', 'Sushil Uprety', 'Prasant Tamrakar']",/title/tt14632782/
635,Bokshi,,"Drama, Fantasy, Horror","Bhargav Saikia
                 |","['Siddharth Shaw', 'Sandeep Shridhar Dhabale', 'Prasanna Bisht', 'Rohit Tiwari']",/title/tt12574330/
636,Bato - Road to Death,,"Mystery, Thriller","Madan Thapa
                 |","['Mithila Sharma', 'Ashant Sharma', 'Pashupati Rai', 'Rakshya Thapa']",/title/tt27618765/
637,The Sky Is Mine,,Crime,"Deepak Rauniyar
                 |","['Tannishtha Chatterjee', 'Dayahang Rai', 'Asha Magrati']",/title/tt6418032/
638,Tapestry: International Stories of Inspiring Women,,"Comedy, Drama","Kurt Leitner
                 |","['Amélie Hoeferle', 'Syama Rayner', 'Mor Cohen', 'Beatrice Fletcher']",/title/tt13022114/
639,Antim Sanskar: The Last Ritual,,Mystery,"Pradeep Shahi
                 |","['Vijay Lama', 'Deeya Pun', 'Reshma Ghimire']",/title/tt26421447/
640,Where the Winds Blow,,Drama,"Karma Takapa
                 |","['Sayani Gupta', 'Cephas Praneta Subba', 'Sonam Wangyal Ladimpa']",/title/tt10127566/
641,Krossroads Katha Timro Ra Mero,,"Drama, Romance","Arvind Raj Gurung
                 |","['Rikzung Rinzing Dorjee', 'Buddhi Tamang', 'Sashikala Pradhan', 'Md Sunny']",/title/tt27639640/
642,Dipendra Sarkar,,"Biography, Romance","Santosh Sen Thakuri
                 |","['Pradeep Khadka', 'Manoj Giri']",/title/tt7868544/
643,The Jewelweed,,Drama,Arjun Subed,['tor:\nArjun Subedi'],/title/tt14632968/
644,London to Paris,,Romance,"Ghanshyam Lamichhane
                 |","['Samragyee Rajya Laxmi Shah', 'Nischal Khadka', 'Kiran Khadka', 'Garima Sharma']",/title/tt27796090/
645,Kopila,,Biography,"Shivam Adhikari
                 |","['Sarita Giri', 'Riddi Shrestha', 'Ganesh Giri']",/title/tt12593528/
646,Suskera,,Romance,"Samten Bhutia
                 |","['Shishir Bangdel', 'Jiban Bhattarai', 'Swaroop Dhakal', 'Surakshya Panta']",/title/tt16242210/
647,Laure,,Comedy,"Nigam Shrestha
                 |","['Shristi Shrestha', 'Naren Limbu']",/title/tt6511860/
648,Premalaya,,Drama,"Kumar Shah
                 |","['Mariska Pokharel', 'Nirajan Pradhan', 'Sunny Dhakal']",/title/tt8479320/
649,Devi,(I),"Action, Crime, Mystery","Sanjog Rai
                 |","['Shilpa Maskey', 'Najir Hussain', 'Gaurav Pahari', 'Tika Pahari']",/title/tt12162082/
